protocolTargetID	protocolID	protocolTargetType	protocolType	protocolName	protocolDescription	protocolCitation
75-2	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
76-1	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
76-2	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
77-1	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
77-2	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
78-1	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
78-2	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
79-1	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
79-2	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
80-1	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
80-2	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
81-1	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
81-2	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
82-1	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
82-2	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
83-1	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
83-2	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
84-1	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
84-2	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
85-1	CS-PHOC-Data	Survey	Data cleaning and aggregation	Data cleaning and aggregation	Data records were compiled from historical documents, field notebooks, Excel files, and a SQL Server database. INACH historical data (i.e., paper records, reports, and Excel files) were consolidated into Excel files. These INACH files, along with historical U.S. AMLR Excel files, were imported into the U.S. AMLR Pinniped SQL Server database using R (v4.3). Once in the database, all data were read into R, where they were cleaned and standardized as follows. Location names and count types (i.e., age class and sex) were converted to standard names, and columns containing count data were aggregated to the lowest resolution across datasets. For instance, some seasons male and female pup counts were recorded separately, but during others only a single count of all pups was recorded. Thus, for this dataset, all pup counts were aggregated to a single, total pup count for each survey record. In addition, recorded data varied slightly across programs. Specifically, data from INACH surveys included explicit zero records when there were none of a particular phocid species at a location, while data from U.S. AMLR surveys only included non-zero counts. To make these data consistent, U.S. AMLR data were made explicit by adding zero records as necessary. After data cleaning and standardization, records from the core census locations were grouped and aggregated to provide a single, comparable count for each species for each census. Specifically, records were filtered for core census locations, and counts were summed after grouping by census and species. These aggregated core census location counts, along with counts for one other location (Punta San Telmo, described in “Data Records” in the publication), make up the published CS-PHOC dataset.	Woodman, S.M., Borras-Chavez, R., Goebel, M.E. et al. CS-PHOC: weekly census counts of Southern Ocean phocids at Cape Shirreff, Livingston Island. Sci Data 11, 895 (2024). https://doi.org/10.1038/s41597-024-03744-9
